Lib_Name,Source,N_Runs,Mean_Cosine_Similarity,Std_Cosine_Similarity,Median_Cosine_Similarity
aws-instances,bottom,5,0.6261,0.0079,0.6236
createECDH,top,5,0.6259,0.0126,0.6255
yauzl,top,5,0.6259,0.0,0.6259
define-exceptions,bottom,5,0.6253,0.0081,0.627
exp-asynccache,bottom,5,0.6252,0.0122,0.6282
stream-each,top,5,0.6252,0.019,0.6278
require-in-the-middle,middle,5,0.6251,0.0528,0.6618
regex-cache,top,5,0.6245,0.0,0.6245
thorJS-builder,bottom,5,0.6242,0.0207,0.6323
load-json-file,top,5,0.6239,0.0192,0.6128
avprober,bottom,5,0.6236,0.0135,0.628
throng,middle,5,0.6226,0.0506,0.6078
hogan-brisket,bottom,5,0.6224,0.0144,0.6119
parse-json,top,5,0.6222,0.0006,0.6221
colorzy,bottom,5,0.6217,0.0131,0.6231
karma-ng-server-side-template2js-preprocessor,bottom,5,0.6213,0.0133,0.6143
path-parse,top,5,0.6192,0.0293,0.6361
remote-form,bottom,5,0.6187,0.0023,0.6176
crop-rotate-and-sample-in-browser,bottom,5,0.6184,0.0148,0.6161
ImageServer,bottom,5,0.6179,0.0064,0.6155
compose-function,middle,5,0.6175,0.007,0.6183
google-cloud-storage,bottom,5,0.6172,0.0085,0.6208
postcss-import,top,5,0.6172,0.0037,0.6175
serialize-javascript,top,5,0.6159,0.0126,0.6106
fontpath,bottom,5,0.6157,0.0084,0.6147
postcss-custom-selectors,top,5,0.6148,0.0139,0.6082
string-width,top,5,0.6143,0.0131,0.6202
glob-parent,top,5,0.6135,0.0184,0.602
grunt-potomo,middle,5,0.6133,0.0851,0.6675
map-props,middle,5,0.6132,0.0033,0.614
docker-pull,bottom,5,0.6129,0.0246,0.6051
cluster-role,bottom,5,0.6125,0.0198,0.6033
num2fraction,top,5,0.6124,0.0394,0.6215
arraybuffer.slice,top,5,0.6123,0.0246,0.6043
hugo-bin,middle,5,0.612,0.0068,0.615
globby,top,5,0.6119,0.0271,0.6192
electron-json-storage,middle,5,0.6117,0.0079,0.613
shebang-regex,top,5,0.6116,0.0114,0.6066
freeloader-stream,bottom,5,0.6112,0.0114,0.6158
import-glob-loader,middle,5,0.6109,0.0649,0.6536
circular-dependency-plugin,top,5,0.6101,0.0064,0.6117
jsonist,middle,5,0.6098,0.0075,0.611
Imager.jsx,bottom,5,0.6098,0.0438,0.6268
find-process,middle,5,0.6094,0.0328,0.614
node-language-detect-exec,bottom,5,0.6092,0.0082,0.6061
grunt-nexe,bottom,5,0.6092,0.0288,0.6266
align-text,top,5,0.6091,0.0003,0.609
is-class,middle,5,0.609,0.01,0.6142
gulp-inline-css,middle,5,0.6087,0.0081,0.6114
classlist-polyfill,middle,5,0.6086,0.0091,0.6138
shady-css-parser,middle,5,0.6084,0.0258,0.5934
nodejs-is-writable-stream,bottom,5,0.6079,0.026,0.6183
parseurl,top,5,0.6078,0.0098,0.6023
joi-machine,bottom,5,0.6076,0.0112,0.6008
level-random,bottom,5,0.6075,0.0076,0.6077
lark-bootstrap,bottom,5,0.607,0.0034,0.6079
url-parse-lax,top,5,0.6066,0.0115,0.6115
compare-versions,top,5,0.6063,0.012,0.6103
fxos-simulators,bottom,5,0.6058,0.0103,0.6108
dropbox-auth-cli,bottom,5,0.6055,0.0,0.6055
shebang-command,top,5,0.6053,0.0212,0.5962
asset-inliner,bottom,5,0.6041,0.0017,0.6034
F.js,bottom,5,0.6034,0.0142,0.5994
iso-http,bottom,5,0.6027,0.0191,0.5957
xml-name-validator,top,5,0.6025,0.0,0.6025
appcache-webpack-plugin,middle,5,0.6024,0.0067,0.6007
redux-auth-wrapper,middle,5,0.6021,0.0096,0.6055
koa-nunjucks,bottom,5,0.6017,0.0,0.6017
postcss-prefix-selector,middle,5,0.6011,0.0065,0.6019
get-stdin,top,5,0.601,0.0075,0.5966
dbcsv,bottom,5,0.601,0.0299,0.5794
chai-shallow-deep-equal,middle,5,0.6009,0.0123,0.6033
comparative-selection,bottom,5,0.6009,0.0152,0.5971
mem,top,5,0.6004,0.0254,0.601
espree,top,5,0.599,0.0162,0.5997
arr-flatten,top,5,0.5987,0.0097,0.6008
imapseagull,bottom,5,0.5986,0.008,0.5962
first-chunk-stream,top,5,0.5984,0.0319,0.5753
map-obj,top,5,0.5984,0.0113,0.5953
node-ifconfig-parser,bottom,5,0.5984,0.0153,0.5942
react-a11y,middle,5,0.5974,0.0007,0.5977
dropbox-mock.js,bottom,5,0.597,0.0019,0.5975
proxy-addr,top,5,0.5969,0.0071,0.5976
ghost-export,bottom,5,0.5969,0.0221,0.5933
ify,bottom,5,0.5957,0.0125,0.5955
generator-bangular,bottom,5,0.5957,0.0142,0.5897
express-qrcode,bottom,5,0.5956,0.02,0.5903
gulp-strip-comments,middle,5,0.5955,0.0251,0.6034
repeat-element,top,5,0.5953,0.0221,0.581
glogg,top,5,0.5952,0.0073,0.598
node-ddate,bottom,5,0.5949,0.0199,0.5857
method-override,top,5,0.5944,0.042,0.5898
require-from-string,top,5,0.5931,0.0303,0.5897
from2-string,middle,5,0.5928,0.0344,0.6078
any-promise,top,5,0.5922,0.0064,0.5894
center-align,top,5,0.592,0.0071,0.5915
ketch,bottom,5,0.5918,0.0356,0.5828
classnames,top,5,0.5915,0.0959,0.5552
express-wrangler,bottom,5,0.5909,0.0018,0.5901
less-stream,bottom,5,0.5909,0.0247,0.592
gulp-jsonminify,middle,5,0.5907,0.0052,0.59
source-map-url,top,5,0.5903,0.0965,0.5534
write-file-atomic,top,5,0.5899,0.0082,0.5927
buffered-transform,bottom,5,0.5884,0.0107,0.5873
fb-node,bottom,5,0.5879,0.0045,0.5885
widest-line,top,5,0.5878,0.0045,0.5869
read-pkg,top,5,0.5874,0.0094,0.5911
express-sanitizer,middle,5,0.5871,0.0106,0.5912
jpeg-recompress-bin,middle,5,0.5871,0.0092,0.5875
dev-web-server,bottom,5,0.5871,0.0244,0.576
browserify-sign,top,5,0.5867,0.011,0.582
ios-splash-generate,bottom,5,0.5864,0.0312,0.57
standard,top,5,0.5863,0.0214,0.5708
read-pkg-up,top,5,0.5862,0.0136,0.5923
git-repository,middle,5,0.5853,0.0131,0.5886
zopflipng-bin,middle,5,0.5851,0.0031,0.5837
right-align,top,5,0.5841,0.0085,0.581
queue-anim,middle,5,0.5836,0.0219,0.5915
is-path-cwd,top,5,0.5829,0.0,0.5829
crossvent,middle,5,0.5828,0.0171,0.5795
fill-range,top,5,0.5827,0.02,0.5931
stack-utils,top,5,0.5827,0.0237,0.57
node-bcrypt-pbkdf,top,5,0.5823,0.0058,0.5823
mime-types,top,5,0.581,0.0042,0.5816
isexe,top,5,0.581,0.0218,0.5734
dir-glob,top,5,0.5809,0.007,0.5772
resolve-protobuf-schema,middle,5,0.5809,0.0024,0.581
callback-timer,bottom,5,0.5806,0.0039,0.5789
python-shell,middle,5,0.5796,0.0248,0.5795
try-require,middle,5,0.5791,0.0063,0.5837
jsdoccer,bottom,5,0.5787,0.0144,0.5791
expand-brackets,top,5,0.5786,0.0057,0.5813
node-har-validator,top,5,0.5782,0.0091,0.5764
del,top,5,0.578,0.0275,0.5586
find-up,top,5,0.5776,0.0319,0.5645
enb-y-i18n,bottom,5,0.5775,0.0045,0.5758
bn.js,top,5,0.5774,0.0324,0.5936
yargs-parser,top,5,0.5771,0.0078,0.5797
grunt-svgstore,middle,5,0.5763,0.001,0.5757
requires-port,top,5,0.576,0.031,0.5731
publicEncrypt,top,5,0.5753,0.0097,0.5787
babel-preset-es2015-mod,middle,5,0.5752,0.0072,0.5734
braces,top,5,0.5737,0.0204,0.5826
reduce-function-call,top,5,0.5736,0.0079,0.5791
common-dir,middle,5,0.5733,0.0027,0.5727
resource-loader,middle,5,0.5731,0.0039,0.5728
join-path,middle,5,0.5727,0.0123,0.5763
ansi-wrap,top,5,0.5723,0.0169,0.5802
firstline,middle,5,0.572,0.0012,0.5711
serve-index,top,5,0.5718,0.0126,0.5676
gulp-sloc,bottom,5,0.5717,0.0035,0.5717
purifycss-webpack,middle,5,0.5715,0.0043,0.571
vue-touch,middle,5,0.5712,0.003,0.5694
level-fancy,bottom,5,0.5709,0.0051,0.5694
calendar-matrix,bottom,5,0.5694,0.0092,0.568
event-source-emitter,bottom,5,0.569,0.0075,0.5636
gl-vec3,middle,5,0.5686,0.0087,0.5662
ab-testing,bottom,5,0.5681,0.0126,0.5715
stdout-stream,top,5,0.5671,0.0019,0.5658
jhipster-core,middle,5,0.567,0.0105,0.5742
strip-indent,top,5,0.5664,0.0051,0.5641
expand-range,top,5,0.5664,0.0055,0.5647
content-type,top,5,0.5659,0.0324,0.5588
csstree,top,5,0.5657,0.018,0.5653
rtl-detect,middle,5,0.5657,0.0072,0.5682
express-boot,bottom,5,0.5655,0.0158,0.5626
extglob,top,5,0.5654,0.0119,0.5686
invariant,top,5,0.5654,0.0057,0.5667
createHash,top,5,0.5653,0.0003,0.5652
is-path-in-cwd,top,5,0.5649,0.0139,0.565
loadjs,middle,5,0.5648,0.0156,0.5642
key-remap,bottom,5,0.5646,0.0087,0.5603
invert-kv,top,5,0.5646,0.0026,0.5634
log-symbols,top,5,0.5645,0.0197,0.5542
webpack-bundle-analyzer,top,5,0.5643,0.0063,0.5661
m-date-picker,middle,5,0.5639,0.0049,0.5666
heartbleed.js,bottom,5,0.5633,0.0097,0.5598
koala,middle,5,0.563,0.005,0.5595
hotkeys,middle,5,0.5628,0.0168,0.5698
point-geometry,middle,5,0.5624,0.0114,0.5576
process-nextick-args,top,5,0.5617,0.0112,0.5634
is-root,top,5,0.5615,0.0173,0.5535
is-extendable,top,5,0.5615,0.0103,0.5587
setprototypeof,top,5,0.5611,0.0039,0.5583
Validator,middle,5,0.5605,0.008,0.5608
assetment,bottom,5,0.5602,0.0,0.5602
ghusers,bottom,5,0.5601,0.0106,0.5582
webidl2js,middle,5,0.5597,0.0173,0.565
mixin-deep,top,5,0.5587,0.0202,0.5547
aws-billing,bottom,5,0.5585,0.0196,0.5531
2fa,bottom,5,0.5581,0.0091,0.5579
less-runner,bottom,5,0.5581,0.0102,0.5549
os-homedir,top,5,0.5575,0.0105,0.5588
forwarded,top,5,0.5564,0.0553,0.5357
to-regex-range,top,5,0.5563,0.0176,0.5507
hipku,bottom,5,0.556,0.0071,0.5609
js-peer-info,middle,5,0.5558,0.0039,0.5569
gulp-autoprefixer,top,5,0.5556,0.0385,0.5766
node-basecontroller-core,bottom,5,0.5553,0.0038,0.5556
generator-readme,bottom,5,0.5552,0.0041,0.5559
esri-dump,bottom,5,0.5549,0.0186,0.562
is-online,middle,5,0.5545,0.0145,0.5593
BaseCRM,bottom,5,0.553,0.0079,0.5493
normalize-range,top,5,0.5528,0.0167,0.5462
vinyl-source-stream,top,5,0.5528,0.0176,0.5474
ncname,top,5,0.5523,0.0247,0.5494
co-thrift,bottom,5,0.5523,0.0175,0.5446
dot-prop,top,5,0.5523,0.0057,0.5537
gulp-p4,bottom,5,0.5516,0.004,0.5498
lines-and-columns,middle,5,0.5504,0.0362,0.5554
to-arraybuffer,top,5,0.5503,0.011,0.55
memfs,middle,5,0.5501,0.0055,0.5541
nodejs-driver,middle,5,0.5495,0.0385,0.5465
card-dealer,bottom,5,0.5494,0.0003,0.5496
media-typer,top,5,0.549,0.0014,0.5484
set-immediate-shim,top,5,0.549,0.0197,0.5538
relative,middle,5,0.5486,0.0154,0.5388
mimic-fn,top,5,0.5485,0.0228,0.5421
resolve-cwd,top,5,0.5473,0.0171,0.547
node-test-runner,middle,5,0.5469,0.0038,0.5479
javascript-sdk,middle,5,0.5468,0.0131,0.5387
codewars,bottom,5,0.5467,0.0046,0.5488
ftp-generate-response,bottom,5,0.5463,0.007,0.5471
regextras,middle,5,0.5459,0.0,0.5459
is-keyword,bottom,5,0.5458,0.0071,0.5469
dns-packet,top,5,0.5457,0.0051,0.548
jpegoptim-bin,middle,5,0.5456,0.0128,0.543
spdx-correct.js,top,5,0.5455,0.0164,0.5561
merkle-lib,middle,5,0.545,0.0149,0.5453
assert-http,bottom,5,0.5444,0.0039,0.5426
dustjacket,bottom,5,0.5444,0.0172,0.5426
lightbox,bottom,5,0.544,0.0081,0.5396
cfn-config,bottom,5,0.5423,0.0358,0.5344
node-tmp-sync,middle,5,0.5396,0.0041,0.5378
collection-visit,top,5,0.5396,0.0024,0.5398
get-stream,top,5,0.5392,0.0161,0.5418
stealthy-require,top,5,0.5392,0.0404,0.5345
sass-graph,top,5,0.539,0.0505,0.5153
derequire-transform,bottom,5,0.5388,0.033,0.5417
dns-txt,top,5,0.5382,0.0143,0.5418
fluxer,bottom,5,0.5379,0.006,0.5405
String.prototype.trimRight,top,5,0.5377,0.0135,0.5474
iconify,bottom,5,0.5376,0.0267,0.5266
m-picker,middle,5,0.5375,0.0298,0.5486
import-cwd,top,5,0.5369,0.0335,0.5479
gulp-ava,middle,5,0.5367,0.0233,0.5421
node-klaw,top,5,0.5364,0.0178,0.5282
sequence,middle,5,0.5364,0.1113,0.6098
xdg-trashdir,middle,5,0.5362,0.0133,0.5371
node-dom-urls,top,5,0.5357,0.0006,0.5356
opt-cli,middle,5,0.5354,0.0022,0.5346
is-my-json-valid,top,5,0.535,0.011,0.5315
errorhandler,top,5,0.5349,0.0079,0.5386
duplexify,top,5,0.5344,0.0103,0.5354
config-lite,middle,5,0.5339,0.0066,0.5371
node-rand-token,middle,5,0.5339,0.0077,0.5308
to-object-path,top,5,0.5338,0.0178,0.5256
is-invalid-path,middle,5,0.5325,0.0117,0.5321
get-value,top,5,0.5324,0.0303,0.5545
generator-lib-java,bottom,5,0.5324,0.0034,0.5339
node-app-root-path,top,5,0.5324,0.0208,0.5215
sane,top,5,0.5323,0.0132,0.5329
broccoli-autoprefixer,middle,5,0.532,0.0106,0.5333
attrition,bottom,5,0.5319,0.0618,0.5585
router,middle,5,0.5317,0.0435,0.5342
postcss-filter-plugins,top,5,0.5316,0.0215,0.5245
node-logentries-retrieving-log,bottom,5,0.5309,0.0087,0.5316
is-type-of,middle,5,0.5307,0.0148,0.5342
json-schema-view,bottom,5,0.5306,0.005,0.5273
colormin,top,5,0.5304,0.033,0.528
wrappy,top,5,0.5293,0.0225,0.5224
karma-sets,bottom,5,0.5291,0.0647,0.5657
is-windows,top,5,0.5287,0.0067,0.5266
ampersand-model-patch-mixin,bottom,5,0.5286,0.0114,0.5235
iframe-api,bottom,5,0.5278,0.0094,0.5318
configurable-http-proxy,bottom,5,0.5274,0.0144,0.5272
extract-gettext,bottom,5,0.5273,0.0065,0.5313
wrap-ansi,top,5,0.5271,0.0079,0.5236
esri-gnip,bottom,5,0.527,0.0131,0.5285
time-stamp,top,5,0.527,0.0197,0.535
beeper,top,5,0.5268,0.0189,0.5373
is-npm,top,5,0.5258,0.0123,0.5225
array-slice,top,5,0.525,0.0094,0.5215
complexion-time-map,bottom,5,0.525,0.0035,0.5253
linerstream,middle,5,0.5245,0.0004,0.5248
json-web-crawler,bottom,5,0.5244,0.0013,0.5238
call-me-maybe,top,5,0.5243,0.0069,0.5245
remove-markdown,middle,5,0.5242,0.0164,0.5255
contact-form,bottom,5,0.5242,0.0034,0.5242
geo-tree,bottom,5,0.524,0.005,0.5269
node-areacodes,bottom,5,0.5239,0.041,0.5112
buzzfeed-headlines,bottom,5,0.5238,0.0157,0.528
gulp-haste,bottom,5,0.5237,0.0149,0.5331
svg4everybody,middle,5,0.5232,0.0349,0.5019
dial-roller,bottom,5,0.5221,0.0074,0.5231
has-require,middle,5,0.5219,0.0191,0.5247
pushdata-bitcoin,middle,5,0.5215,0.0073,0.5165
inject-lr-script,middle,5,0.5211,0.0175,0.5312
y18n,top,5,0.5209,0.0215,0.517
uniqs,top,5,0.5198,0.0068,0.5159
camelcase,top,5,0.519,0.007,0.5166
ipod,bottom,5,0.5188,0.0179,0.5279
Node.CLI-Progress,middle,5,0.5181,0.0103,0.5218
gitignoreensure,bottom,5,0.5177,0.0076,0.5195
ci-info,top,5,0.5177,0.0154,0.5249
array-union,top,5,0.5169,0.0119,0.5166
line-length.js,bottom,5,0.5161,0.0138,0.5156
boxen,top,5,0.5158,0.0344,0.5235
chain-args,bottom,5,0.5154,0.0353,0.4985
lcd-pcf8574,bottom,5,0.5152,0.0077,0.5199
helper-coverage,middle,5,0.5148,0.0008,0.5145
aos,middle,5,0.5147,0.019,0.501
add-func-name,bottom,5,0.5138,0.0392,0.5201
session,top,5,0.5137,0.0133,0.5192
pseudomap,top,5,0.5137,0.0206,0.51
markdown-it-attrs,middle,5,0.5134,0.015,0.5073
node-macaddress,top,5,0.513,0.0144,0.517
has-flag,top,5,0.5124,0.019,0.5151
level-rest,bottom,5,0.5121,0.0077,0.5154
from2,top,5,0.5114,0.0245,0.4986
menubar,middle,5,0.5111,0.014,0.5096
merge2,top,5,0.5106,0.0168,0.5203
randombytes,top,5,0.5101,0.0104,0.5101
xml-char-classes,top,5,0.5099,0.024,0.5245
multicast-dns-service-types,top,5,0.5097,0.0964,0.4526
auto-changelog,middle,5,0.5097,0.0489,0.4771
flow-view,bottom,5,0.5096,0.0164,0.5089
atool-build,middle,5,0.5093,0.0093,0.5116
babel-plugin-root-import,middle,5,0.5084,0.0042,0.5065
testing,middle,5,0.5081,0.0061,0.5101
mississippi,top,5,0.5081,0.0075,0.5035
node-cmd,middle,5,0.507,0.0172,0.5028
gulp-natural-sort,middle,5,0.5069,0.009,0.5037
node-file-index,bottom,5,0.5066,0.0048,0.5045
redux,top,5,0.5061,0.0169,0.4996
contractual,bottom,5,0.506,0.0011,0.5057
fist-fistlabs_unit_serial,bottom,5,0.5057,0.0276,0.5024
loud-rejection,top,5,0.5056,0.0002,0.5057
currently-unhandled,top,5,0.5053,0.0251,0.4931
encoding-down,middle,5,0.5051,0.0886,0.5334
isModule,bottom,5,0.505,0.0147,0.5082
grunt-jscpd-reporter,bottom,5,0.5044,0.0129,0.4984
fastfall,middle,5,0.5041,0.0285,0.501
backbone.ribs,bottom,5,0.5039,0.0142,0.5011
bitcoin-ops,middle,5,0.5038,0.0385,0.4862
activity-streams.js,bottom,5,0.5032,0.0103,0.5015
peek-stream,middle,5,0.5031,0.0185,0.4895
array-find-index,top,5,0.5027,0.0066,0.5049
transliteration,middle,5,0.5027,0.0117,0.505
algolia-webcrawler,bottom,5,0.5025,0.0065,0.505
postcss-modules-scope,top,5,0.5025,0.002,0.5033
fsm2dot,bottom,5,0.5022,0.0184,0.5143
union-value,top,5,0.5018,0.0082,0.5064
js-symbol-tree,top,5,0.5015,0.0112,0.4949
event-aggregator,middle,5,0.5005,0.0109,0.5004
heroku-cli-util,middle,5,0.5003,0.0109,0.5021
arrify,top,5,0.4999,0.037,0.5113
postcss-initial,top,5,0.4993,0.0104,0.5046
fn-args,middle,5,0.4992,0.0083,0.4978
asorted,bottom,5,0.4987,0.007,0.5015
prebuild,middle,5,0.498,0.0752,0.5384
Dexie.js,middle,5,0.498,0.0153,0.5002
inflight,top,5,0.4979,0.0451,0.4732
ghost-render,bottom,5,0.4969,0.0299,0.5106
espower-source,middle,5,0.4965,0.0461,0.5202
dominator,bottom,5,0.4965,0.0137,0.5065
abstract-logging,middle,5,0.4963,0.0096,0.5031
builtins,top,5,0.4963,0.0189,0.4878
hapi-magic-filter,bottom,5,0.4958,0.0074,0.4943
plugin-host-resize,bottom,5,0.4952,0.0163,0.4872
web-resource-inliner,middle,5,0.4952,0.0036,0.4972
pbkdf2,top,5,0.4949,0.0132,0.4935
create-cipher,bottom,5,0.4947,0.0016,0.4944
window-size,top,5,0.4942,0.021,0.4962
restore-cursor,top,5,0.4935,0.0042,0.4948
path-type,top,5,0.4933,0.0202,0.4892
es-to-primitive,top,5,0.4926,0.0593,0.4791
gulp-processhtml,middle,5,0.4916,0.0102,0.4923
Leaflet.timeline,bottom,5,0.4909,0.0093,0.488
react-scrolllock,middle,5,0.4908,0.0231,0.5026
hash-base,top,5,0.4906,0.0202,0.4939
des.js,top,5,0.4905,0.0028,0.4925
fastparse,top,5,0.4904,0.0313,0.494
lasercat-workshop,bottom,5,0.49,0.0152,0.4831
clever-tools,bottom,5,0.4898,0.0141,0.4928
comparray,bottom,5,0.4894,0.0312,0.5082
is-glob,top,5,0.4888,0.014,0.4947
broccoli-i18n-lazy-lookup,bottom,5,0.4883,0.0145,0.4894
decamelize,top,5,0.4875,0.0095,0.4918
yeast,top,5,0.4873,0.02,0.4859
run-applescript,middle,5,0.4872,0.0017,0.4859
exit-hook,top,5,0.4858,0.0111,0.4802
node-manage-path,middle,5,0.4852,0.0104,0.4905
cli-snow,bottom,5,0.4847,0.0293,0.4995
1rm.js,bottom,5,0.4843,0.0176,0.4761
boundary,middle,5,0.4842,0.0057,0.4876
jsdelta,bottom,5,0.4837,0.0075,0.482
cli-spy,bottom,5,0.4835,0.0061,0.4826
signal-exit,top,5,0.4834,0.023,0.4851
emic2,bottom,5,0.483,0.026,0.4888
pumpify,top,5,0.4824,0.0094,0.4861
humanize-string,middle,5,0.482,0.0179,0.4875
logbrok,bottom,5,0.4811,0.0492,0.4624
is-valid-path,middle,5,0.4798,0.0332,0.4924
should.js,top,5,0.4797,0.0175,0.4775
autorecordmic,bottom,5,0.4792,0.0331,0.4816
parse-unit,middle,5,0.4786,0.0081,0.4836
String.prototype.trimLeft,top,5,0.4774,0.0254,0.4755
css-driven,bottom,5,0.4771,0.0223,0.4909
co-inbox,bottom,5,0.4765,0.0092,0.4727
opt-merger,middle,5,0.4753,0.0236,0.4848
ember-cli-autoprefixer,middle,5,0.4752,0.0103,0.4706
backpack-ht16k33,bottom,5,0.4751,0.002,0.4759
repeating,top,5,0.4749,0.0447,0.4538
axios,top,5,0.4747,0.0073,0.4769
hash-sum,top,5,0.4743,0.0021,0.4757
has-unicode,top,5,0.4743,0.0106,0.4751
reInterval,middle,5,0.4732,0.0292,0.4538
npm-run-path,top,5,0.473,0.0617,0.4287
import-from,top,5,0.4729,0.0497,0.4572
browser-stdout,top,5,0.4727,0.0062,0.469
mount-point,middle,5,0.4708,0.0173,0.4766
kind-of,top,5,0.4703,0.0135,0.4756
postcss-value-parser,top,5,0.4701,0.0154,0.4672
command-mapper,bottom,5,0.4699,0.0107,0.4743
browserslist,top,5,0.469,0.0044,0.4674
node-adif,bottom,5,0.4686,0.0084,0.4694
co-event-wrap,bottom,5,0.4685,0.0129,0.4675
caniuse-lite,top,5,0.4685,0.0229,0.4609
kindle-periodical,bottom,5,0.4678,0.0157,0.4724
arrayof,bottom,5,0.4665,0.0149,0.4609
prepush,middle,5,0.4663,0.0174,0.4779
husky,top,5,0.4662,0.0094,0.4705
licensify,middle,5,0.4662,0.028,0.4788
hotpath,bottom,5,0.4661,0.0139,0.4631
node-os,middle,5,0.466,0.0289,0.4837
bump-cli,middle,5,0.4658,0.0168,0.4722
boomcatch,bottom,5,0.4656,0.0088,0.4625
concat,middle,5,0.4653,0.0289,0.4864
auto-generate,bottom,5,0.4644,0.008,0.4673
is-it-purple,bottom,5,0.464,0.0075,0.4598
string-length,top,5,0.4635,0.0122,0.4585
for-in,top,5,0.463,0.038,0.4622
detect-file,top,5,0.4623,0.0077,0.4598
dockerify,bottom,5,0.4616,0.0101,0.4586
node-jl,bottom,5,0.4611,0.0,0.4611
versionify,middle,5,0.4606,0.0093,0.4636
node-engine-light,bottom,5,0.4606,0.0175,0.456
pretty-bytes,top,5,0.4593,0.0035,0.4606
for-own,top,5,0.4583,0.0202,0.4534
yallist,top,5,0.4578,0.0482,0.4872
postcss-devtools,middle,5,0.4575,0.0415,0.4672
iostreams,bottom,5,0.4558,0.0027,0.457
gunzip-maybe,middle,5,0.4544,0.0201,0.4482
cipher-base,top,5,0.4539,0.0044,0.4569
enable,middle,5,0.4537,0.0489,0.4247
node-pn,top,5,0.4532,0.0133,0.4449
immer,top,5,0.4531,0.0514,0.4808
mime-db,top,5,0.4528,0.0053,0.4552
output-file-sync,top,5,0.452,0.0137,0.4503
node-jscrap,bottom,5,0.452,0.0068,0.4507
node-lintspaces,middle,5,0.4515,0.0081,0.4523
run-sequence,top,5,0.4513,0.0563,0.4264
assets-bower-ci,bottom,5,0.4512,0.0158,0.4427
pify,top,5,0.4505,0.0175,0.4377
http-request-builder,bottom,5,0.4502,0.0105,0.4542
react-burger-menu,middle,5,0.4495,0.0357,0.4335
aproba,top,5,0.4494,0.0238,0.4454
jenny,bottom,5,0.4479,0.0141,0.4542
assign-deep,middle,5,0.4474,0.0175,0.4378
gearsloth,bottom,5,0.4473,0.0039,0.4475
contentstream,middle,5,0.4465,0.0183,0.4423
github-language,bottom,5,0.446,0.0168,0.4362
Object.values,top,5,0.4458,0.0004,0.446
gulp-reduce-file,middle,5,0.4448,0.0073,0.4395
cosmiconfig,top,5,0.4441,0.0342,0.456
glry,bottom,5,0.4438,0.0227,0.4381
object-assign,top,5,0.443,0.0031,0.4421
big-red-button,bottom,5,0.4423,0.0087,0.4428
license-gen,bottom,5,0.4411,0.0162,0.4407
http,middle,5,0.4409,0.0129,0.444
path-key,top,5,0.4404,0.0301,0.4395
read-file,middle,5,0.4401,0.0252,0.4233
createHmac,top,5,0.4394,0.0083,0.4383
istanbul-threshold-checker,middle,5,0.439,0.0194,0.4324
cliui,top,5,0.4387,0.0135,0.4376
redent,top,5,0.4385,0.0447,0.4116
node-fetch-politely,bottom,5,0.4377,0.0134,0.4339
StackBlur,middle,5,0.4375,0.0021,0.4365
varuint-bitcoin,middle,5,0.4355,0.0116,0.4297
jasmine-n-matchers,bottom,5,0.4353,0.0015,0.436
ansi-html,top,5,0.434,0.0019,0.4333
has-value,top,5,0.4334,0.0154,0.4292
templating-resources,middle,5,0.433,0.0092,0.4353
angular-names,bottom,5,0.4324,0.0164,0.4422
browser-env,middle,5,0.4316,0.0169,0.4199
jwt,middle,5,0.4309,0.0002,0.4308
dogedc,bottom,5,0.4301,0.0107,0.4251
airtight-css-lint,bottom,5,0.4301,0.0117,0.4279
relateurl,top,5,0.4294,0.0177,0.4207
handle-callback,bottom,5,0.429,0.0053,0.4274
escallmatch,middle,5,0.4287,0.0156,0.4244
postcss-media-minmax,top,5,0.4283,0.0302,0.4242
unset-value,top,5,0.4282,0.0579,0.409
bpmn-js-debug-overlay,bottom,5,0.4277,0.0083,0.4276
301-node,bottom,5,0.4272,0.0311,0.4421
detect-data-stream,bottom,5,0.4267,0.0023,0.4259
find-file-up,middle,5,0.4265,0.0106,0.4255
