Lib_Name,Source,mean_fog_index
hotpath,bottom,22.903296703296707
html-comment-regex,top,15.580000000000002
html-pipe,bottom,21.755654448277173
html-webpack-harddisk-plugin,middle,16.65294532375571
htmlizer,bottom,20.093763440860215
http,middle,12.235406162464987
http-errors,top,14.92085281806869
http-proxy-middleware,top,13.06881376149669
http-proxy-noCrash,bottom,16.97838166433911
http-request-builder,bottom,19.747177700348438
hugo-bin,middle,19.96929292929293
humanb,bottom,17.96555568905443
humanize-string,middle,19.92
husky,top,19.076403166725747
i18next-sprintf-postProcessor,middle,23.024761904761906
i18next-xhr-backend,middle,18.45202797202797
ice-cap,middle,16.666700530590692
iconify,bottom,16.811475362353825
icss-utils,top,20.4113668787353
iffi,bottom,17.963492822966508
iframe-api,bottom,21.47722002635046
ify,bottom,18.698439348513087
imagemin-cli,middle,21.94832167832168
imagemin-jpeg-recompress,middle,22.98956718956719
imapseagull,bottom,22.067126436781614
immer,top,21.5490387374462
impersonate,bottom,19.874386259752114
import-cwd,top,16.305711086226204
import-from,top,14.693546660929456
import-glob-loader,middle,16.00510048510049
import-lazy,top,18.57926809265256
in-publish,top,15.866494920669956
indent-string,top,12.80432055749129
indexeddb-mock,bottom,25.173849023480365
infer,bottom,14.989619956090545
inflight,top,15.063790849673202
inject-lr-script,middle,17.982276603633668
injectify-view,bottom,19.616969696969697
innkeeper-storememory,bottom,18.551294177472666
int64-buffer,middle,15.42451612903226
internal-ip,top,15.172382466500114
interpret,top,25.48119241192412
invariant,top,13.909928876244667
invert-kv,top,18.55
ioBroker.js-controller,bottom,21.04485237483954
ios-icon-resize,bottom,19.12499786050492
ios-splash-generate,bottom,20.9720716112532
iostreams,bottom,20.63854396499558
ip-regex,top,16.045359981830572
ipod,bottom,19.217273586689355
iputil,bottom,20.235449378258856
is-absolute,top,14.363935926773456
is-absolute-url,top,15.808362369337981
is-accessor-descriptor,top,19.572013155550422
is-async-supported,middle,15.993684210526316
is-binary-path,top,14.797689969604864
is-buffer,top,9.874005602240896
is-builtin-module,top,9.830077519379845
is-ci,top,15.73212121212121
is-class,middle,12.24458839406208
is-data-descriptor,top,19.41605314478924
is-descriptor,top,17.64095947063689
is-directory,top,14.529344080923028
is-dotfile,top,13.94588473205258
is-equal-shallow,top,18.858765640762904
is-extendable,top,16.494896214896215
is-finite,top,8.76344827586207
is-fullwidth-code-point,top,18.551794871794876
is-generator-fn,top,14.583434343434345
is-glob,top,14.814191429630807
is-invalid-path,middle,17.015152295152298
is-it-purple,bottom,14.838808823925365
is-keyword,bottom,13.118863575448945
is-localhost,bottom,16.84354312354312
is-my-json-valid,top,14.640413436692507
is-npm,top,12.156225272374183
is-number,top,12.536707616707618
is-obj,top,12.51873015873016
is-odd,top,13.2265664160401
is-online,middle,14.6568412709042
is-path-cwd,top,12.20952380952381
is-path-in-cwd,top,14.82837606837607
is-path-inside,top,15.183783783783785
is-plain-obj,top,13.569860769860773
is-primitive,top,15.799987917461157
is-regexp,top,18.565337519623235
is-relative,top,14.336611295681063
is-root,top,13.444033613445379
is-stream,top,13.195980524812361
is-svg,top,12.816744864036263
is-travis,middle,16.43731225296443
is-type-of,middle,14.462916463885364
is-typedarray,top,15.919209486166007
is-valid-path,middle,14.356527073237789
is-windows,top,13.145454545454546
isModule,bottom,14.922225207564196
isansi,bottom,15.038294174206047
isexe,top,11.271937820173116
iso-http,bottom,13.453752913752913
isobject,top,10.63539977346429
isomorphic-form-data,middle,17.47304347826087
isstream,top,13.700630630630632
issuemd,bottom,18.418426806252892
istanbul-instrumenter-loader,top,17.00079734219269
istanbul-threshold-checker,middle,16.63012145748988
itbit,bottom,16.340392156862748
jQuerySimpleMask,bottom,17.545817245817247
jasmine-jsonpath,bottom,16.934308943089434
jasmine-n-matchers,bottom,20.280579710144927
javascript-sdk,middle,20.605931211645498
jekyll-meta-from-markdown,bottom,16.761481481481486
jenny,bottom,17.408929110105582
jhipster-core,middle,19.397152391546165
jisonify,bottom,16.77988533988534
joi-assert,middle,17.200926100417284
joi-machine,bottom,18.656957026713126
join-path,middle,14.779611286519236
jpeg-recompress-bin,middle,22.078103745762924
jpegoptim-bin,middle,20.423549783549785
jqueue,bottom,19.150110448898083
js-commons,bottom,19.07481549918875
js-ipld-dag-cbor,middle,19.904670231729057
js-libp2p-crypto,middle,22.764102564102565
js-m4,bottom,18.156639475233373
js-multiaddr,middle,19.519949423107317
js-multihash,middle,21.8568700265252
js-peer-id,middle,18.128487886382622
js-peer-info,middle,19.486433545432362
js-sha256,middle,15.02307210031348
js-symbol-tree,top,17.937365918558747
jsdelta,bottom,14.249523809523811
jsdoccer,bottom,19.221023854194588
jshint-reporter-bamboo,bottom,21.57981554677207
json-fling,bottom,13.179780219780218
json-readdir-stream,bottom,16.79809523809524
json-schema-view,bottom,17.577777777777776
json-silo,bottom,16.05915742793792
json-stringify-pretty-compact,middle,14.80929376929377
json-web-crawler,bottom,14.751351351351351
jsonist,middle,10.701348019931814
jsos-util,bottom,18.14808416389812
jstransformer-markdown-it,middle,14.915182072829134
jthoober,bottom,22.39773448773449
jwt,middle,13.413333333333336
jxt-atom,bottom,19.106106442577033
kardia,bottom,18.579907403122103
karma-bamboo-reporter,bottom,17.524592100406053
karma-chai-factories,bottom,18.725714285714286
karma-chai-js-factories,bottom,24.16935313193378
karma-electron,middle,20.150416596355775
karma-gzip-preprocessor,bottom,14.376989606514638
karma-jasmine-cucumber,bottom,20.834615384615386
karma-jasmine-jquery,middle,16.549832486354227
karma-jenkins-reporter,middle,18.571623931623932
karma-lodash-template-preprocessor,bottom,17.078307835954895
karma-ng-server-side-template2js-preprocessor,bottom,18.611929824561408
karma-nunjucks,bottom,16.1374358974359
karma-sets,bottom,16.68498400150574
karma-systemjs,middle,11.724324324324325
karma-tap-reporter,middle,19.402697947214076
karma-webpack,top,19.97941348973607
ketch,bottom,18.834761904761905
key-remap,bottom,19.606372688477954
keystone,bottom,18.873657886216026
kimi,bottom,18.3987252610254
kind-of,top,13.632195121951218
kindle-periodical,bottom,20.94888888888889
kiss,bottom,15.877956989247314
kmath,bottom,21.935359675785207
kmp-matcher,bottom,16.62562137049942
knex-schema-builder,bottom,17.50874455023317
knockout-else,bottom,15.762664277180406
knowhow,bottom,16.973120813120815
koa-barista,bottom,18.80156108677848
koa-connect,middle,22.894429708222813
koa-helmet,middle,14.075862068965517
koa-nunjucks,bottom,24.05714285714286
koa-passport,middle,18.619728317659355
koala,middle,20.322095875139354
konva,middle,18.752638170578674
krampus,bottom,21.45971031743465
lag,bottom,18.486153846153847
laravel-mix,top,17.613127014829143
lark-bootstrap,bottom,23.918952238420932
lark-log,bottom,17.484240084240085
lark-router,bottom,16.038416598416596
lark-views,bottom,19.547301587301586
lasercat-workshop,bottom,20.223076923076924
latest-version,top,14.142337662337662
latex-watcher,bottom,20.838095238095242
lazy-cache,top,20.58596075699524
lcd-pcf8574,bottom,16.471794328264917
lcid,top,14.523647940490047
led-canvas-fonts,bottom,20.33177489177489
lego-client,bottom,22.42666666666667
leinwand,bottom,18.49100426434422
leo-platform-arduino,bottom,20.386793920113114
less-runner,bottom,15.77778361948575
less-stream,bottom,15.144018759850846
level-fancy,bottom,27.333599537991915
level-random,bottom,15.712872503840245
level-rest,bottom,16.554747474747476
leven,top,18.046117709300084
levenshtein-edit-distance,middle,21.272019391001365
libphonenumber-js,middle,17.32923076923077
libreoffice-convert,bottom,18.85491990846682
license-gen,bottom,15.908967822104643
licensify,middle,21.404645966686477
lightbox,bottom,17.271200641600227
line-length.js,bottom,16.503105183105184
linerstream,middle,14.304912959381047
lines-and-columns,middle,15.449815530282418
lintspaces-cli,middle,17.407058823529415
liquid-fire,middle,22.001618709854007
load-grunt-configs,middle,19.36494785350473
load-json-file,top,14.817282741738065
loader-runner,top,16.966007326007325
loadjs,middle,15.8289969129507
log-symbols,top,18.215560735560736
logbrok,bottom,16.78666666666667
loglog-server-mongodb,bottom,15.971244148805123
longest,top,9.870877192982457
lookup-deps,bottom,15.988337510442772
loopback-component-passport,middle,18.769059103681695
loopback-connector-kafka,bottom,18.000910384068284
loopback-phase,middle,23.575566502463055
loopback-swagger,middle,22.707692307692312
loose-envify,top,23.61405405405406
loud-rejection,top,22.45714285714286
lowercase-keys,top,15.067878787878788
lru-memoize,middle,21.68163076516453
ls-fs,bottom,17.55864734299517
m-date-picker,middle,18.13412647279467
m-picker,middle,18.104285714285716
m3u8downloader,bottom,19.498108108108106
machine,middle,15.41814100701587
map-cache,top,16.156470371932556
map-obj,top,14.039512307338395
map-props,middle,17.769595551061677
map-visit,top,17.01764581124072
markdown-extensions,middle,21.6989452124936
markdown-it-abbr,middle,14.570769230769233
markdown-it-attrs,middle,19.080000000000002
markdown-it-deflist,middle,14.854881920247774
markdown-it-mark,middle,15.626629023150764
markdown-it-sup,middle,17.25622678396872
markdown-it-table-of-contents,middle,17.933084886128363
marko,middle,18.0
match-at,middle,17.462857142857143
md5.js,top,17.09125541125541
meanio,middle,13.91852437417655
media-typer,top,19.707226890756303
mem,top,19.213075684380033
memfs,middle,17.13215443560271
memory-fs,top,16.323396890380202
menubar,middle,18.817604375888248
meow,top,15.921338600200292
merge2,top,15.022503770739068
merkle-lib,middle,19.370522477920257
method-override,top,17.950579150579152
micromatch,top,14.576586261950103
miller-rabin,top,18.02974358974359
mime-db,top,16.54594594594595
mime-types,top,17.290437759843485
mimic-fn,top,16.269517755871046
minimalistic-assert,top,17.55277092000273
minimalistic-crypto-utils,top,24.13858123569794
mississippi,top,18.07475620538699
mixin-deep,top,16.639833725350968
mixin-object,top,16.596469886702444
mocha-clean,middle,15.480876634853308
mocha-eslint,middle,14.363116883116884
mocha-fivemat-progress-reporter,middle,19.942714097496708
mocha-text-cov,middle,13.971764705882354
mocha.parallel,middle,18.575883575883577
mochawesome-report-generator,middle,21.496600790513835
modify-babel-preset,middle,22.007853861766907
mongoose-deep-populate,middle,18.043638639755933
morgan,top,12.526548983883075
mount-point,middle,23.40564178022306
msgpack-lite,middle,18.717732160312806
multicast-dns,top,19.529566043712386
multicast-dns-service-types,top,17.401836303231654
multipipe,top,15.226595365418897
multireducer,middle,24.28094246132066
nanomatch,top,12.395347018572826
nash,middle,19.851251885369535
nativescript-dev-webpack,middle,21.521385281385285
nativescript-hook,middle,21.331729019211327
ncname,top,15.111626124133863
neo-async,top,20.350429099175905
ngtemplate-loader,middle,17.54841817186645
node-MarkerWithLabel,middle,14.124562569213733
node-accept-language,bottom,17.324027370478984
node-adif,bottom,19.170319885102494
node-ansi,bottom,14.135611974232665
node-app-root-dir,middle,16.59963599595551
node-app-root-path,top,15.424705561547668
node-areacodes,bottom,18.31685684800236
node-argx,middle,17.985851546827156
node-artstack,bottom,15.831329461947002
node-assetmanager,middle,17.5910731784416
node-basecontroller-core,bottom,18.357702231848574
node-bcat,bottom,15.241952557246677
node-bcrypt-pbkdf,top,15.236933797909407
node-benchmarks,bottom,18.639290465631927
node-cmd,middle,12.46429072508769
node-comment-json,middle,12.294453781512605
node-constant-contact,bottom,18.20428460736548
node-cross-spawn,top,16.59463497453311
node-ddate,bottom,15.403561076604557
node-directory-tree,middle,18.811051051051052
node-dom-urls,top,18.228374384236453
node-elm-compiler,middle,13.858823529411765
node-engine-light,bottom,16.24368563685637
node-fetch-politely,bottom,17.734859090323187
node-file-index,bottom,17.53667405764967
node-file-lookup,bottom,16.589931107578167
node-fixturify,middle,18.35549889135255
node-flipr,bottom,14.484086124254429
node-fx-runner,middle,17.897489177489177
node-gcm-cli,bottom,19.721522921522922
node-get-all-js-files,bottom,21.520000000000003
node-google-alerts,bottom,17.8685887212203
node-har-validator,top,14.935007285967037
node-hertz,bottom,17.216137433696883
node-homedir,middle,16.20502164502165
node-html-pdf,middle,14.340962383453007
node-http-verror,bottom,18.94211909554536
node-ifconfig-parser,bottom,19.206426516471495
node-inst,bottom,18.10392847766309
node-jl,bottom,13.941935483870969
node-jscrap,bottom,14.333693693693695
node-json-rest-client,bottom,15.808187134502925
node-jwks-rsa,middle,17.977429009658835
node-klaw,top,14.501823130969242
node-language-detect-exec,bottom,20.132675826588873
node-language-detect-spawn,bottom,16.521469820966388
node-language-exec,bottom,20.012030075187972
node-language-spawn,bottom,20.46004576659039
node-lazy-api,bottom,18.86233821453235
node-lei-routes-sort,bottom,16.116849602010895
node-lintspaces,middle,16.726631070429697
node-local-config,bottom,17.265436764900226
node-logentries-retrieving-log,bottom,20.14909090909091
node-logify,bottom,15.760174833218311
node-lru-cache-cluster,bottom,16.534202898550724
node-macaddress,top,14.350409356725148
node-manage-path,middle,17.355263835263834
node-multispinner,middle,19.38032800717186
node-os,middle,14.552015392015392
node-parse-numeric-range,middle,17.444161566707468
node-pn,top,19.788290535583275
node-rand-token,middle,19.01009009009009
node-sshpk,top,17.641146733778314
node-test-runner,middle,15.99047619047619
node-tmp-sync,middle,21.81129186602871
node-url,top,12.750192726663315
nodejs-depd,top,18.161072796934867
nodejs-driver,middle,18.74429080243034
nodejs-fluent-validator,bottom,18.57609667122663
nodejs-is-writable-stream,bottom,12.967392607392608
normalize-newline,middle,18.227736591080244
normalize-path,top,18.643733869616224
normalize-range,top,18.35949068537864
normalize-url,top,23.56181429182713
npm-git-info,middle,17.61044817927171
npm-installer,middle,21.01165259751093
npm-name,middle,14.995555555555555
npm-prepublish,middle,16.323116883116885
npm-run-path,top,18.004296060766652
npm-utils,middle,18.419621773575262
npmi,middle,13.077619047619047
nth-check,top,18.074285714285715
num2fraction,top,16.78940170940171
number-is-nan,top,10.254973262032086
nyc,top,18.362928039702233
object-assign,top,14.78898954703833
object-hash,top,18.38434782608696
object-visit,top,16.16671298843314
object.assign,top,13.627181467181469
object.defaults,top,14.950981507823613
object.omit,top,19.82857142857143
object.pick,top,18.57918128654971
offset-buffer,top,19.622998102466795
on-headers,top,13.813185513673321
opt-cli,middle,18.93816492450639
opt-merger,middle,21.260183792815372
optimize-css-assets-webpack-plugin,top,19.264042948921
original,top,22.641510673234812
os-homedir,top,15.560404040404041
os-locale,top,11.688668730650155
output-file-sync,top,16.467499229108853
package-deps,middle,18.278845208845212
package-json,top,16.104532768062178
package-json-versionify,middle,17.281426146010187
pako,top,18.33612471405575
pal,middle,16.52968678380443
parse-asn1,top,12.953519695713402
parse-filepath,top,16.810687351863823
parse-gitignore,middle,16.749956709956713
parse-json,top,13.916774193548388
parse-mongo-url,middle,18.573765941485373
parse-torrent,middle,12.896325637378268
parse-unit,middle,15.306739926739928
parseurl,top,15.166592717804908
partialify,middle,16.97863117369132
particles.js,middle,26.772413793103446
path-exists,top,14.981052631578947
path-is-absolute,top,13.935799580620241
path-key,top,12.780183300183301
path-loader,middle,17.303778063778065
path-parse,top,14.347292277614859
path-type,top,12.783074947567291
pbkdf2,top,22.344175824175824
peek-stream,middle,17.8
pem-jwk,middle,15.37306097684296
perfectionist,middle,23.614358974358975
phridge,middle,15.410073145245558
pify,top,16.334006734006735
pkg-dir,top,12.465465429842997
pkg-up,top,12.808888888888891
plexer,middle,22.613766233766235
plugin-host-resize,bottom,19.727464114832536
point-geometry,middle,21.156181746265005
postcss-calc,top,17.756521739130438
postcss-css-variables,middle,19.221674876847292
postcss-custom-media,top,20.70344827586207
postcss-custom-properties,top,19.90339319217368
postcss-custom-selectors,top,18.408700265251987
postcss-devtools,middle,18.679978553138607
postcss-easings,middle,17.91471058746119
postcss-filter-plugins,top,18.08081222261498
postcss-font-variant,top,18.240883885761935
postcss-functions,middle,19.90634920634921
postcss-import,top,16.303063063063064
postcss-initial,top,19.68144551101073
postcss-inline-svg,middle,17.086938349007315
postcss-media-minmax,top,19.753328389568658
postcss-message-helpers,top,20.915222816399286
postcss-modules-local-by-default,top,14.878367894207717
postcss-modules-scope,top,19.671012235817575
postcss-modules-values,top,11.886315789473684
postcss-opacity,middle,21.543419359879163
postcss-parser-tests,middle,19.012307692307694
postcss-prefix-selector,middle,19.501962864721484
postcss-selector-matches,top,22.34670762928828
postcss-selector-not,top,21.254444539516847
postcss-selector-parser,top,20.51913335085749
postcss-value-parser,top,21.58518518518519
prebuild,middle,16.63362519201229
prepend-http,top,14.717538211898884
prepush,middle,13.369985188110991
preserve,top,21.054009216589865
prettier,top,22.48
pretty-bytes,top,17.946666666666665
process-nextick-args,top,20.080645161290324
prom-client,middle,14.149987228607918
promises-es6,middle,17.15666490019431
prompt-sync,middle,13.293637856396478
prop-types,top,17.204798204798205
protractor-jasmine2-screenshot-reporter,middle,19.96991988854058
proxy-addr,top,15.89154616380423
pseudomap,top,17.99585217870932
publicEncrypt,top,17.82078170336235
pug-cli,middle,13.36596360628619
pumpify,top,14.518645276292336
purifycss,middle,18.056527176527176
purifycss-webpack,middle,17.846196634682244
pushdata-bitcoin,middle,16.42447304255586
python-shell,middle,13.723563133866472
qs,top,15.219728997289973
querystringify,top,13.243202001250783
queue-anim,middle,20.05097471634057
random-item,middle,12.682077922077923
randomatic,top,22.702564102564104
randombytes,top,22.498639910813825
rc-config-loader,middle,18.239510408290897
reInterval,middle,19.90644826644827
react-a11y,middle,25.163713527851463
react-beautiful-dnd,middle,21.17688395576868
react-burger-menu,middle,20.63086863500214
react-click-outside,middle,14.729860850305744
react-collapse,middle,20.091465950002537
react-component-gulp-tasks,middle,19.92695652173913
react-dock,middle,18.398271287976037
react-dropdown,middle,20.10304736719297
react-flexbox-grid,middle,23.771428571428572
react-flip-move,middle,19.035347191508183
react-grid-layout,middle,22.2378021978022
react-group,middle,21.016991157646245
react-highcharts,middle,20.564495021337127
react-highlight,middle,17.336078658183926
react-hot-loader,top,20.668171349347823
react-inline-css,middle,21.641158645276295
react-masonry-component,middle,21.47779724151817
react-moment-proptypes,middle,13.740508586700539
react-mounter,middle,19.53053524112348
react-native-collapsible,middle,21.293583243221597
react-native-communications,middle,19.466916729182294
react-native-modalbox,middle,21.019695958472376
react-native-navbar,middle,23.38505125815471
react-native-progress,middle,20.36642571898386
react-native-side-menu,middle,21.16980255516841
react-notification-system,middle,19.191048951048952
react-paginate,middle,20.702384165542064
react-quill,middle,21.78017094017094
react-redux,top,19.002706131078224
react-resizable,middle,21.64529505582137
react-responsive-carousel,middle,18.640679604319267
react-scrolllock,middle,23.636030573961612
react-share,middle,16.0
react-sidebar,middle,19.692161512826477
react-static-container,middle,19.707438580175157
react-sticky,middle,18.26940898345154
react-svg-loader,middle,20.224229390681003
react-toggle,middle,17.185437788018433
react-with-styles,middle,19.462419685577583
read-file,middle,13.91432216905901
read-pkg,top,15.905738465738466
read-pkg-up,top,11.562330308529948
read-yaml,middle,14.49355742296919
rechoir,top,15.14008658008658
redent,top,16.037237237237235
reduce-css-calc,top,21.20719576719577
reduce-function-call,top,19.754377247466493
redux,top,16.693869852496857
redux-auth-wrapper,middle,19.22801570801571
redux-devtools-themes,middle,25.683345280764637
redux-localstorage,middle,16.167360687761136
redux-thunk,top,12.731017740429508
redux-undo,middle,21.89098901098901
regex-cache,top,23.11304347826087
regextras,middle,22.634482758620692
registry-url,top,23.664029304029306
regjsgen,top,20.264676193371848
relateurl,top,17.729032258064517
relative,middle,19.852945194340542
remote-form,bottom,19.14812772475551
remove-markdown,middle,15.591452991452991
repeat-element,top,18.47313131313131
repeat-string,top,17.254517374517377
repeating,top,20.639803127728825
replace-ext,top,16.075240274599544
require-from-string,top,15.001370672338414
require-in-the-middle,middle,21.378965576889815
requires-port,top,15.103216424435194
resolve-cwd,top,18.089231196688065
resolve-dir,top,15.866437346437346
resolve-from,top,13.92302389577532
resolve-protobuf-schema,middle,24.269425287356324
resource-loader,middle,19.22
restore-cursor,top,16.374194473573358
rethinkdbdash,middle,19.631892900739487
rev-del,middle,20.635488721804514
rework-plugin-function,middle,15.815072817178082
rework-plugin-url,middle,15.442612612612612
right-align,top,17.12988956451353
ripple,middle,23.293468013468015
rollup,top,14.844444444444445
rollup-plugin-babel-minify,middle,17.13918341820781
rollup-plugin-bundle-size,middle,18.930723988655025
rollup-plugin-istanbul,middle,25.69308755760369
rollup-plugin-multi-entry,middle,15.921367521367523
rollup-plugin-node-resolve,top,12.50359198910923
router,middle,14.93703302986322
rss,bottom,13.260540540540541
rtl-detect,middle,14.594330520232685
run-applescript,middle,18.587096774193547
run-auto,middle,18.884589555778867
run-sequence,top,14.583157894736843
safe-buffer,top,19.279413489736072
sane,top,19.78728749100627
sass-graph,top,16.28275466284075
scss-tokenizer,top,18.980869565217393
semver-diff,top,15.655652173913046
sequence,middle,20.270033670033673
serialize-javascript,top,16.379889578032774
serve-favicon,top,16.25886122205214
serve-index,top,13.305020678246484
serve-static,top,13.268155500413565
session,top,17.660330194447845
session-file-store,middle,12.331111111111111
set-immediate-shim,top,20.091761896639944
set-value,top,13.223193277310923
setprototypeof,top,17.02669172932331
shady-css-parser,middle,15.358025494215502
shallow-clone,top,17.662328086659887
shebang-command,top,16.606969696969696
shebang-regex,top,17.53859020310633
shiro-trie,middle,15.891274903957832
should.js,top,15.796469886702445
signal-exit,top,12.902485966319167
simctl,middle,24.801212121212124
simple-sha1,middle,17.85946003419688
slack-bot-api,middle,22.75784946236559
slice-ansi,top,18.77898193760263
snapdragon,top,16.512212518266402
snapdragon-util,top,22.92614205717654
socket.io-adapter,top,22.091083540115797
sort-by,middle,13.266799431009957
sort-keys,top,13.026669376143062
source-list-map,top,14.906033838716766
source-map-resolve,top,15.671396190016882
source-map-url,top,15.65709338280767
spdx-correct.js,top,21.83897435897436
spdx-expression-parse.js,top,23.205172798216278
spdx-license-ids,top,18.08597168597169
spdx-license-list,middle,22.422972802024038
spdy-transport,top,18.02062946062946
split-string,top,16.890629695507744
spotify-web-api-node,middle,21.56947304381162
stack-utils,top,16.175968592810698
stackframe,top,15.392977387318092
standard,top,19.312219679633866
standard-format,middle,20.251282051282054
statuses,top,20.868950823733435
stdout-stream,top,16.386499057196733
stealthy-require,top,13.683396909603806
stream-assert,middle,17.02089068825911
stream-each,top,14.05778968608546
stream-http,top,11.856924128503076
stream-shift,top,17.615384054004743
stream-to-promise,middle,14.655824175824176
strict-uri-encode,top,18.937257525083613
string-length,top,16.29277510867079
string-width,top,20.173548387096776
strip-bom,top,14.195964824076281
strip-comments,top,16.46989898989899
strip-indent,top,16.43731225296443
strong-globalize,middle,23.900218913877453
superagent-promise,middle,21.35967952772507
svg4everybody,middle,19.94511682934043
swagger-jsdoc,middle,15.765165165165167
table,top,19.25525193367435
tacks,middle,17.8753216374269
teamwork,middle,18.251441441441443
telegraf,middle,14.540180180180181
template-html-loader,middle,17.380707919531453
templating-resources,middle,19.094199134199137
test-exclude,top,17.845945304118022
testing,middle,18.08097012718131
thorJS-builder,bottom,24.832580645161293
throng,middle,16.35545787545788
time-stamp,top,15.767619047619046
titleize,middle,14.36330540612047
to-arraybuffer,top,18.003800904977375
to-fast-properties,top,25.650395581430065
to-ico,middle,17.740822140822143
to-object-path,top,18.47604787369493
to-regex-range,top,15.816940760389036
toml-require,middle,14.028768472906403
top-gh-contribs,middle,18.44043956043956
topo,top,17.754940639921887
toxic,middle,18.11915493024488
transliteration,middle,16.508222581809918
trash-cli,middle,16.258328173374615
trim-newlines,top,13.10344827586207
try-require,middle,15.440000000000001
tslint-ionic-rules,middle,22.92330525981249
tween-one,middle,16.76726403823178
tweetnacl-js,top,24.094514947418173
uglifyjs-webpack-plugin,top,17.50469008116067
unassert,middle,18.08625629113434
unassertify,middle,18.98276679841897
unc-path-regex,top,22.03454272863568
underscore-template-loader,middle,13.67958472376715
unescape-js,middle,19.86198027036902
union-value,top,13.884003055767764
uniqid,top,15.465491425410288
uniqs,top,11.590612002376709
unit-coverage,middle,18.87131085632634
unit.js,middle,13.53025641025641
universal-router,middle,21.843996265172738
unset-value,top,14.87053974806297
url-parse,top,15.37277828718137
url-parse-lax,top,18.195209235209237
url-slug,middle,21.126070686070687
use,top,19.218406533013813
utfstring,middle,22.354782608695654
util-deprecate,top,19.606751366751368
v8flags,top,21.179200875752603
validate-npm-package-license.js,top,18.22782608695652
validate-npm-package-name,top,17.602324265550042
varuint-bitcoin,middle,21.65823701914784
vary,top,16.30354299295476
vector-tile-js,middle,20.51008210180624
verb-tag-jscomments,middle,19.235555555555557
versionify,middle,18.014156283202936
verup,middle,17.071023162381397
vinyl-source-stream,top,15.625348758031686
vizion,middle,17.72005290387832
void-elements,top,14.828241506776976
vue-component-compiler,middle,17.280624391002767
vue-hot-reload-api,top,18.123433348260935
vue-loader,top,11.756868962846633
vue-moment,middle,12.94057322794165
vue-touch,middle,17.175365100016265
vuex-i18n,middle,15.224802648332062
vuvuzela,middle,20.443386243386247
vux-loader,middle,9.815384615384616
wangEditor,middle,22.258444266238975
warning,top,17.025213239687297
watchpack,top,15.186543778801843
wbuf,top,14.936397432691507
web-resource-inliner,middle,21.309038737446198
webidl-conversions,top,20.356097560975613
webidl2js,middle,22.253960292580985
webpack-bundle-analyzer,top,23.492413793103452
webpack-cleanup-plugin,middle,20.533119424843566
webpack-hot-middleware,top,18.73991962637124
webpack-manifest-plugin,top,17.061212121212122
webpack-merge,top,21.195467980295568
webpack-middleware,middle,19.67996323867292
webpack-sources,top,16.640319642424906
webpack-subresource-integrity,top,21.665753817477956
websocket-extensions-node,top,25.5396632996633
whatwg-url,top,17.69913043478261
wide-align,top,18.65877667140825
widest-line,top,12.971282051282051
wif,middle,19.02692640692641
window-size,top,17.115469834005303
wrap-ansi,top,13.305568824638593
wrappy,top,16.57488319729806
write,top,14.975735735735736
write-file-atomic,top,20.88447786131997
xdg-basedir,top,18.977474600870828
xdg-trashdir,middle,20.376153753367376
xml-char-classes,top,21.74668294668295
xml-name-validator,top,16.98048780487805
y18n,top,14.87933110367893
yallist,top,19.31608391608392
yargonaut,middle,17.580663001832416
yargs-parser,top,17.49497076023392
yauzl,top,14.0
yeast,top,14.303035661656352
yn,top,12.370994152046784
zopflipng-bin,middle,23.431515151515153
