Lib_Name,Source,N_Runs,Mean_Cosine_Similarity,Std_Cosine_Similarity,Median_Cosine_Similarity
testing,middle,5,0.5148,0.024,0.5098
yeast,top,5,0.5148,0.0321,0.4978
babel-plugin-root-import,middle,5,0.5146,0.0286,0.5119
randombytes,top,5,0.5138,0.0091,0.5125
karma-sets,bottom,5,0.5137,0.0399,0.5023
call-me-maybe,top,5,0.5135,0.0276,0.5236
grunt-jscpd-reporter,bottom,5,0.5127,0.0156,0.5135
esri-gnip,bottom,5,0.5121,0.0268,0.5126
postcss-modules-scope,top,5,0.5118,0.0175,0.5119
hapi-magic-filter,bottom,5,0.5116,0.0413,0.4944
flow-view,bottom,5,0.5116,0.0321,0.4906
to-object-path,top,5,0.5114,0.0511,0.4842
geo-tree,bottom,5,0.5112,0.0135,0.5088
menubar,middle,5,0.5109,0.0264,0.5072
has-require,middle,5,0.5108,0.0194,0.5098
is-npm,top,5,0.5105,0.0116,0.5093
has-flag,top,5,0.5105,0.0824,0.4731
transliteration,middle,5,0.5099,0.0405,0.499
inflight,top,5,0.5098,0.0301,0.5238
comparray,bottom,5,0.5097,0.0289,0.5215
session,top,5,0.5091,0.0278,0.5069
cfn-config,bottom,5,0.5084,0.0176,0.5164
get-value,top,5,0.5082,0.0472,0.5375
postcss-initial,top,5,0.5075,0.0169,0.4984
is-invalid-path,middle,5,0.5068,0.03,0.5165
ember-cli-autoprefixer,middle,5,0.5059,0.0294,0.5
espower-source,middle,5,0.5051,0.0396,0.5172
cli-spy,bottom,5,0.5048,0.0103,0.5062
from2,top,5,0.5047,0.0301,0.493
algolia-webcrawler,bottom,5,0.5045,0.0108,0.5023
js-symbol-tree,top,5,0.5043,0.0121,0.5041
atool-build,middle,5,0.5035,0.0267,0.4913
gulp-processhtml,middle,5,0.5032,0.0301,0.5008
String.prototype.trimLeft,top,5,0.5031,0.0236,0.4967
is-glob,top,5,0.5028,0.0101,0.497
import-cwd,top,5,0.5025,0.0335,0.4855
abstract-logging,middle,5,0.5022,0.0124,0.4996
contractual,bottom,5,0.502,0.0261,0.5074
sane,top,5,0.5018,0.0182,0.5059
des.js,top,5,0.5006,0.0157,0.5019
array-find-index,top,5,0.5001,0.0184,0.4948
createHmac,top,5,0.4996,0.0201,0.493
level-rest,bottom,5,0.4991,0.0172,0.5064
browserslist,top,5,0.4987,0.053,0.4919
linerstream,middle,5,0.4985,0.0264,0.5092
boxen,top,5,0.498,0.033,0.4945
heroku-cli-util,middle,5,0.4979,0.0143,0.4964
backbone.ribs,bottom,5,0.4979,0.0133,0.4975
1rm.js,bottom,5,0.4973,0.0101,0.495
yn,top,5,0.4973,0.0472,0.4789
gulp-natural-sort,middle,5,0.4971,0.0392,0.4776
event-aggregator,middle,5,0.497,0.0249,0.4952
expand-range,top,5,0.4966,0.0532,0.4861
create-cipher,bottom,5,0.4956,0.0155,0.5012
node-cmd,middle,5,0.4954,0.0136,0.493
boundary,middle,5,0.4948,0.0222,0.5011
opt-merger,middle,5,0.4946,0.0252,0.4978
array-union,top,5,0.4943,0.0348,0.4907
Leaflet.timeline,bottom,5,0.4938,0.015,0.4897
gulp-autoprefixer,top,5,0.4931,0.0254,0.4912
restore-cursor,top,5,0.4929,0.0112,0.4921
jsdelta,bottom,5,0.4924,0.0173,0.4899
licensify,middle,5,0.492,0.0096,0.4949
autorecordmic,bottom,5,0.4919,0.0255,0.495
exit-hook,top,5,0.4919,0.0162,0.4926
web-resource-inliner,middle,5,0.4915,0.0096,0.4924
fsm2dot,bottom,5,0.4887,0.0147,0.4892
plugin-host-resize,bottom,5,0.4885,0.023,0.4865
define-property,top,5,0.4885,0.0297,0.4747
arrayof,bottom,5,0.4883,0.018,0.4908
fastfall,middle,5,0.4878,0.1225,0.5207
bump-cli,middle,5,0.4865,0.0385,0.4796
node-file-index,bottom,5,0.486,0.0172,0.4867
caniuse-lite,top,5,0.4851,0.0295,0.4708
broccoli-i18n-lazy-lookup,bottom,5,0.4845,0.0214,0.4903
humanize-string,middle,5,0.4841,0.0135,0.4794
ipod,bottom,5,0.484,0.0443,0.5031
bitcoin-ops,middle,5,0.4832,0.0248,0.4875
npm-run-path,top,5,0.483,0.0491,0.5146
browser-stdout,top,5,0.4828,0.0184,0.4765
reInterval,middle,5,0.4822,0.0342,0.4688
ghost-render,bottom,5,0.482,0.0391,0.475
svg4everybody,middle,5,0.4819,0.0156,0.4848
co-event-wrap,bottom,5,0.4815,0.0517,0.47
css-driven,bottom,5,0.4798,0.0492,0.4699
cli-snow,bottom,5,0.479,0.0328,0.4816
node-adif,bottom,5,0.4785,0.0266,0.4711
hotpath,bottom,5,0.4784,0.0218,0.4652
emic2,bottom,5,0.4768,0.0143,0.4816
co-inbox,bottom,5,0.4761,0.0095,0.4731
has-value,top,5,0.4753,0.0248,0.4725
window-size,top,5,0.4743,0.0232,0.4855
is-it-purple,bottom,5,0.4732,0.006,0.4733
node-manage-path,middle,5,0.4728,0.0103,0.4762
backpack-ht16k33,bottom,5,0.4721,0.025,0.4838
run-applescript,middle,5,0.4715,0.0237,0.4605
react-burger-menu,middle,5,0.4713,0.0537,0.4883
command-mapper,bottom,5,0.4705,0.0133,0.4654
clever-tools,bottom,5,0.4702,0.0185,0.463
kind-of,top,5,0.4694,0.0188,0.4671
multicast-dns-service-types,top,5,0.4693,0.0591,0.4448
logbrok,bottom,5,0.4687,0.0149,0.4711
decamelize,top,5,0.4686,0.0526,0.4846
hash-base,top,5,0.4682,0.0417,0.461
builtins,top,5,0.468,0.0182,0.4678
axios,top,5,0.4674,0.0191,0.474
cosmiconfig,top,5,0.4672,0.0203,0.4661
node-engine-light,bottom,5,0.4672,0.0112,0.4626
attrition,bottom,5,0.467,0.0744,0.4507
es-to-primitive,top,5,0.4666,0.0283,0.4711
signal-exit,top,5,0.4651,0.0168,0.4732
parse-unit,middle,5,0.4645,0.0222,0.4574
run-sequence,top,5,0.4644,0.0919,0.4213
peek-stream,middle,5,0.4634,0.0217,0.4676
boomcatch,bottom,5,0.4631,0.0104,0.4614
object.omit,top,5,0.4629,0.0358,0.4564
router,middle,5,0.4623,0.0309,0.4676
kindle-periodical,bottom,5,0.4623,0.0117,0.4636
assign-deep,middle,5,0.4621,0.0298,0.4433
node-os,middle,5,0.4611,0.0292,0.4508
node-pn,top,5,0.4609,0.0121,0.4606
postcss-value-parser,top,5,0.4604,0.0457,0.4652
pretty-bytes,top,5,0.4604,0.0215,0.4526
multipipe,top,5,0.4598,0.0508,0.4772
detect-file,top,5,0.4594,0.017,0.4511
for-in,top,5,0.4589,0.0679,0.4577
prepush,middle,5,0.4588,0.0423,0.439
is-valid-path,middle,5,0.458,0.0463,0.4339
varuint-bitcoin,middle,5,0.4577,0.0144,0.4577
gunzip-maybe,middle,5,0.457,0.0397,0.4448
output-file-sync,top,5,0.4566,0.0163,0.4527
tween-one,middle,5,0.4566,0.0187,0.4556
string-length,top,5,0.4558,0.0233,0.4581
hash-sum,top,5,0.455,0.0205,0.462
node-jscrap,bottom,5,0.4542,0.0322,0.4387
concat,middle,5,0.4541,0.0241,0.4596
mime-db,top,5,0.4539,0.0083,0.4552
StackBlur,middle,5,0.4535,0.0198,0.4483
iostreams,bottom,5,0.4532,0.0205,0.4495
path-key,top,5,0.4531,0.024,0.4575
contentstream,middle,5,0.4524,0.0173,0.4506
node-jl,bottom,5,0.4513,0.0294,0.4636
postcss-media-minmax,top,5,0.4509,0.0342,0.4527
gulp-reduce-file,middle,5,0.4496,0.0103,0.4533
glry,bottom,5,0.4494,0.0273,0.4435
yallist,top,5,0.449,0.0082,0.451
node-fetch-politely,bottom,5,0.4489,0.0155,0.4477
arrify,top,5,0.4481,0.0499,0.4747
github-language,bottom,5,0.4468,0.0217,0.4525
unset-value,top,5,0.4463,0.0593,0.4514
http-request-builder,bottom,5,0.4445,0.0328,0.4563
gearsloth,bottom,5,0.4443,0.0127,0.4432
import-from,top,5,0.444,0.0625,0.4371
dockerify,bottom,5,0.4435,0.0302,0.4534
node-lintspaces,middle,5,0.4428,0.0363,0.4645
Object.values,top,5,0.4421,0.0063,0.4451
big-red-button,bottom,5,0.4418,0.0121,0.4387
jasmine-n-matchers,bottom,5,0.4417,0.0057,0.4431
react-scrolllock,middle,5,0.4413,0.0269,0.445
versionify,middle,5,0.4401,0.0124,0.4425
enable,middle,5,0.44,0.0414,0.4293
github-changes,middle,5,0.44,0.0208,0.4488
istanbul-threshold-checker,middle,5,0.4393,0.0143,0.4454
license-gen,bottom,5,0.4386,0.019,0.4298
browser-env,middle,5,0.4384,0.032,0.4254
object-assign,top,5,0.4379,0.0035,0.4366
pify,top,5,0.4379,0.0584,0.4214
ls-fs,bottom,5,0.4366,0.0299,0.4301
mount-point,middle,5,0.4364,0.0391,0.45
read-file,middle,5,0.4355,0.024,0.4261
handle-callback,bottom,5,0.4344,0.0358,0.4293
cliui,top,5,0.4336,0.0296,0.4314
301-node,bottom,5,0.4315,0.037,0.437
commist,middle,5,0.4308,0.0518,0.4524
node-flipr,bottom,5,0.4308,0.0225,0.4276
shiro-trie,middle,5,0.429,0.0169,0.4275
dogedc,bottom,5,0.4283,0.0062,0.4289
jwt,middle,5,0.4283,0.007,0.4308
angular-names,bottom,5,0.4279,0.0196,0.4186
auto-generate,bottom,5,0.4277,0.0165,0.4354
templating-resources,middle,5,0.4275,0.0138,0.4276
ansi-html,top,5,0.4263,0.013,0.4256
babel-plugin-css-modules-transform,middle,5,0.4261,0.0286,0.4186
airtight-css-lint,bottom,5,0.426,0.0181,0.4218
cipher-base,top,5,0.4248,0.0442,0.4346
assets-bower-ci,bottom,5,0.4241,0.0251,0.4094
find-file-up,middle,5,0.4232,0.031,0.4357
detect-data-stream,bottom,5,0.4222,0.0069,0.4239
for-own,top,5,0.421,0.04,0.4072
relateurl,top,5,0.4205,0.0228,0.4219
changelogx,middle,5,0.4205,0.0161,0.4193
run-auto,middle,5,0.4199,0.0394,0.432
detect-browser,middle,5,0.4198,0.0441,0.4215
crossbar-nodejs,bottom,5,0.4197,0.0072,0.4223
asapi,bottom,5,0.4192,0.014,0.4177
escallmatch,middle,5,0.4181,0.0357,0.4205
redent,top,5,0.4176,0.043,0.4184
loose-envify,top,5,0.4148,0.0316,0.4133
exposify,middle,5,0.4146,0.0287,0.4037
gp-js-client,middle,5,0.4143,0.0119,0.4209
husky,top,5,0.4142,0.057,0.4357
ghpages,middle,5,0.4135,0.0295,0.4133
test-exclude,top,5,0.4129,0.017,0.4108
code-point-at,top,5,0.4124,0.0088,0.407
http,middle,5,0.4118,0.0175,0.416
fetch,top,5,0.409,0.0163,0.4177
copy,middle,5,0.4089,0.0677,0.3847
gulp-plumber,top,5,0.4079,0.0522,0.4114
immer,top,5,0.4069,0.0731,0.4351
wif,middle,5,0.4063,0.0306,0.3907
aproba,top,5,0.406,0.0502,0.4252
bpmn-js-debug-overlay,bottom,5,0.4055,0.0143,0.3995
perfectionist,middle,5,0.4054,0.0877,0.3734
dockerspaniel,bottom,5,0.4049,0.0117,0.4069
gulp-use-asset,bottom,5,0.4035,0.0034,0.4033
node-inst,bottom,5,0.4033,0.0353,0.3913
arr-diff,top,5,0.4032,0.0143,0.4107
ios-icon-resize,bottom,5,0.4032,0.0182,0.4077
injectify-view,bottom,5,0.402,0.0092,0.4009
CrawlerX,bottom,5,0.4015,0.0167,0.3968
url-slug,middle,5,0.4013,0.0202,0.4114
kmath,bottom,5,0.4008,0.029,0.4021
aflow.js,bottom,5,0.3993,0.0713,0.3737
js-commons,bottom,5,0.3959,0.0084,0.395
kardia,bottom,5,0.3956,0.0231,0.4047
fancy-log,top,5,0.3948,0.0107,0.3896
eightbyeight,bottom,5,0.3942,0.042,0.3957
titleize,middle,5,0.3942,0.0436,0.4108
Commando,middle,5,0.3937,0.0253,0.3905
deuces,bottom,5,0.3932,0.0183,0.4018
jenny,bottom,5,0.3927,0.0236,0.384
jQuerySimpleMask,bottom,5,0.392,0.0221,0.3857
node-lazy-api,bottom,5,0.3907,0.0182,0.3934
warning,top,5,0.3892,0.0363,0.3938
globstar,middle,5,0.3878,0.0163,0.3905
react-group,middle,5,0.3875,0.0143,0.3877
package-deps,middle,5,0.3874,0.0126,0.387
dotignore,bottom,5,0.3847,0.0606,0.3913
icss-utils,top,5,0.3843,0.008,0.3855
dtree,bottom,5,0.3836,0.0091,0.3841
source-list-map,top,5,0.3833,0.007,0.3845
stream-shift,top,5,0.3826,0.0181,0.3833
jthoober,bottom,5,0.3815,0.1531,0.4066
erroz,bottom,5,0.3808,0.0212,0.3775
postcss-devtools,middle,5,0.3801,0.0273,0.3837
kmp-matcher,bottom,5,0.3797,0.0175,0.3826
imagemin-cli,middle,5,0.3795,0.0233,0.3759
unassert,middle,5,0.3791,0.0494,0.3971
fruit,bottom,5,0.379,0.0206,0.377
discord.js-musicbot-addon,middle,5,0.3789,0.0094,0.3782
jqueue,bottom,5,0.3777,0.0193,0.3781
mixin-object,top,5,0.3773,0.0239,0.3862
node-parse-numeric-range,middle,5,0.3751,0.0135,0.3791
help-me,middle,5,0.3716,0.015,0.3685
humanb,bottom,5,0.3702,0.0772,0.3939
bossy,middle,5,0.3695,0.0708,0.4002
countn,bottom,5,0.3687,0.0195,0.3607
array-differ,top,5,0.3686,0.0193,0.3633
resolve-dir,top,5,0.3677,0.0214,0.3741
isobject,top,5,0.367,0.0075,0.369
leinwand,bottom,5,0.3664,0.0167,0.3685
colsole,bottom,5,0.3655,0.0369,0.3546
grunt-knex-schema,bottom,5,0.365,0.027,0.3576
node-bcat,bottom,5,0.3649,0.0575,0.3616
gulp-framework-dep,bottom,5,0.3648,0.0122,0.3628
kimi,bottom,5,0.3642,0.0134,0.3673
table,top,5,0.364,0.0174,0.3698
countdown.js,bottom,5,0.3639,0.0166,0.3672
qs,top,5,0.3637,0.0208,0.3641
topo,top,5,0.3637,0.0275,0.346
gulp-cssbeautify,middle,5,0.3631,0.0256,0.3504
handpipe.js,bottom,5,0.363,0.019,0.3704
ampersand-date-view,bottom,5,0.3624,0.0293,0.3591
promises-es6,middle,5,0.3622,0.0137,0.36
contra,middle,5,0.3611,0.0646,0.3433
bepacked,bottom,5,0.3602,0.0411,0.3348
node-html-pdf,middle,5,0.3591,0.0169,0.368
danfe,bottom,5,0.3578,0.0409,0.3441
IVS.js,bottom,5,0.3577,0.0071,0.358
phridge,middle,5,0.3567,0.0318,0.3588
hapi-bookshelf,bottom,5,0.3545,0.0182,0.361
hoist-non-react-statics,top,5,0.3538,0.03,0.3576
drop-while,bottom,5,0.3537,0.0184,0.36
purifycss,middle,5,0.3536,0.0373,0.3678
package-json,top,5,0.3526,0.0217,0.3517
hbars,bottom,5,0.3513,0.0179,0.3509
composition,middle,5,0.3471,0.0082,0.3497
node-fx-runner,middle,5,0.3455,0.0081,0.3407
nodejs-depd,top,5,0.3446,0.0957,0.3825
eslint-plugin-css-modules,middle,5,0.3439,0.0118,0.3458
e3x-cs3a,bottom,5,0.3425,0.0133,0.338
df,middle,5,0.3423,0.0253,0.3548
boring-config,bottom,5,0.3419,0.01,0.3435
anchor,bottom,5,0.3416,0.0559,0.3398
content,middle,5,0.3407,0.0337,0.3484
espial,bottom,5,0.3401,0.0262,0.3423
fetchr,middle,5,0.3396,0.0128,0.3344
clingwrap,bottom,5,0.3389,0.0468,0.3248
acqua,bottom,5,0.3368,0.0218,0.3448
use,top,5,0.3361,0.0513,0.3311
rechoir,top,5,0.3336,0.0566,0.3235
marko,middle,5,0.3331,0.0301,0.3441
cache-base,top,5,0.333,0.0077,0.3341
getpackages,bottom,5,0.3322,0.029,0.323
json-silo,bottom,5,0.3314,0.0119,0.3296
object.defaults,top,5,0.3312,0.011,0.3329
rollup,top,5,0.3275,0.0525,0.3491
fb-xmpp-connector,bottom,5,0.3272,0.0124,0.3271
batch-me-if-you-can,bottom,5,0.3262,0.0143,0.3208
match-at,middle,5,0.3239,0.0449,0.3399
earl-grey,middle,5,0.3224,0.0351,0.3078
atoa,middle,5,0.3206,0.0202,0.3268
path-is-absolute,top,5,0.319,0.0391,0.3116
framework,middle,5,0.3172,0.0098,0.3229
figures,top,5,0.3122,0.0382,0.309
blacklist,middle,5,0.3113,0.0248,0.3158
keystone,bottom,5,0.3099,0.0524,0.3269
object.assign,top,5,0.3052,0.0031,0.3056
cliclopts,middle,5,0.3047,0.0135,0.3063
dsigner,bottom,5,0.3027,0.0135,0.3057
pako,top,5,0.3026,0.0839,0.2777
defaults-deep,middle,5,0.3009,0.0189,0.3097
estktap,bottom,5,0.3006,0.0724,0.2878
command-line-commands,middle,5,0.3002,0.0172,0.293
partialify,middle,5,0.2999,0.0334,0.2971
babel-plugin-precompile-charcodes,middle,5,0.2998,0.0094,0.3024
laravel-mix,top,5,0.2997,0.0593,0.3048
nash,middle,5,0.2992,0.0688,0.2686
choice,bottom,5,0.299,0.0105,0.2973
execa,top,5,0.2979,0.0401,0.2781
gulp-serve,bottom,5,0.2957,0.0181,0.2951
dirtybit,bottom,5,0.293,0.035,0.2942
node-hertz,bottom,5,0.292,0.0567,0.3147
node-accept-language,bottom,5,0.2911,0.0182,0.2963
capture-stack-trace,top,5,0.2886,0.0098,0.2915
docooment,bottom,5,0.2885,0.0263,0.2775
d3-sankey,middle,5,0.2877,0.016,0.2818
yargonaut,middle,5,0.2876,0.0529,0.2819
number-is-nan,top,5,0.2865,0.0239,0.2881
issuemd,bottom,5,0.2862,0.0693,0.3273
absync,bottom,5,0.2813,0.0141,0.2878
angular-text-toggle,bottom,5,0.2808,0.0212,0.2821
core,bottom,5,0.2753,0.0087,0.2712
knowhow,bottom,5,0.275,0.015,0.2742
ace,middle,5,0.2714,0.012,0.2756
consign,middle,5,0.2683,0.0247,0.2682
machine,middle,5,0.2674,0.0157,0.2662
original,top,5,0.2674,0.0469,0.2877
callback-with,bottom,5,0.2659,0.0438,0.2481
postcss-modules-values,top,5,0.2657,0.0074,0.2652
elixir,top,5,0.2648,0.039,0.2586
abab,top,5,0.2643,0.0207,0.2623
garnish,middle,5,0.2593,0.0324,0.2512
lookup-deps,bottom,5,0.2564,0.0608,0.2483
node-fixturify,middle,5,0.2531,0.0242,0.2485
high5,bottom,5,0.2525,0.0321,0.2492
call,middle,5,0.2501,0.0938,0.3044
cli,middle,5,0.2493,0.0247,0.2614
toxic,middle,5,0.2456,0.0353,0.2534
gaffa-image,bottom,5,0.2438,0.0064,0.241
iputil,bottom,5,0.2432,0.0244,0.2416
is-finite,top,5,0.243,0.0221,0.2349
verup,middle,5,0.2396,0.0545,0.2695
impersonate,bottom,5,0.2393,0.0271,0.2368
devs,bottom,5,0.2387,0.0321,0.2399
hideout,bottom,5,0.2347,0.0151,0.2366
infer,bottom,5,0.2342,0.0106,0.2293
bookshelf-manager,bottom,5,0.2323,0.0175,0.2344
npm-prepublish,middle,5,0.232,0.0193,0.2297
clocker,bottom,5,0.2318,0.022,0.2165
correcthorse,bottom,5,0.2261,0.0755,0.2546
coffee,middle,5,0.2241,0.0905,0.1891
emoney,bottom,5,0.2193,0.0161,0.2288
Cruiser,bottom,5,0.2147,0.0199,0.2223
interpret,top,5,0.2115,0.0122,0.2151
bootstrapper,middle,5,0.2078,0.0202,0.2132
drool,middle,5,0.2072,0.0425,0.2126
write,top,5,0.206,0.0527,0.192
gnar,bottom,5,0.205,0.0489,0.225
cli-width,top,5,0.2049,0.0213,0.1997
object-visit,top,5,0.2048,0.0084,0.2049
gcr,bottom,5,0.201,0.0441,0.1851
ripple,middle,5,0.1988,0.0143,0.1976
haypeaeye,bottom,5,0.1971,0.0116,0.2008
corq,bottom,5,0.1937,0.0247,0.1984
nyc,top,5,0.1936,0.0131,0.1921
ctrllr,bottom,5,0.1934,0.0087,0.1952
gulp-exemplary,bottom,5,0.1914,0.0308,0.1924
breadboard,bottom,5,0.1877,0.04,0.2004
plexer,middle,5,0.1841,0.0173,0.1854
pal,middle,5,0.1838,0.023,0.187
cpa.js,bottom,5,0.1791,0.0104,0.1754
rev-del,middle,5,0.1731,0.0246,0.176
hmks,bottom,5,0.1728,0.028,0.182
preserve,top,5,0.1726,0.0212,0.1794
parse-asn1,top,5,0.1681,0.0112,0.1705
node-lei-routes-sort,bottom,5,0.166,0.0051,0.1679
kiss,bottom,5,0.165,0.0179,0.1674
meow,top,5,0.1623,0.0497,0.157
glue,middle,5,0.1585,0.0212,0.1639
lag,bottom,5,0.1581,0.051,0.145
blender,bottom,5,0.1563,0.0125,0.1571
bunnydo,bottom,5,0.1482,0.0136,0.1532
http-proxy-noCrash,bottom,5,0.1404,0.029,0.1509
animar,bottom,5,0.1378,0.0075,0.1387
htmlizer,bottom,5,0.1359,0.0213,0.1306
iffi,bottom,5,0.1336,0.0174,0.1388
d6,bottom,5,0.128,0.0117,0.1281
date-now,top,5,0.1231,0.0035,0.1221
accessory,middle,5,0.1231,0.0274,0.1166
caber,bottom,5,0.1188,0.0356,0.1146
globo,middle,5,0.1127,0.0275,0.1191
gracenode-session,bottom,5,0.1115,0.0171,0.1087
es-tar,bottom,5,0.1078,0.0171,0.112
cool-ascii-faces,middle,5,0.1062,0.0023,0.1053
vuvuzela,middle,5,0.1041,0.0302,0.0994
fined,top,5,0.0928,0.109,0.0372
collect-callbacks,bottom,5,0.0898,0.0066,0.0886
minimalistic-assert,top,5,0.089,0.0099,0.0898
react-native-communications,middle,5,0.0886,0.0054,0.0916
cluster-advisor,bottom,5,0.088,0.013,0.091
charabanc,bottom,5,0.082,0.03,0.0919
grabetha,bottom,5,0.0811,0.0099,0.0835
governor,bottom,5,0.0808,0.021,0.0815
barterer,bottom,5,0.0783,0.0076,0.0758
wbuf,top,5,0.0776,0.0184,0.084
fast-async,middle,5,0.0732,0.0142,0.0732
browserify-transform-dna,bottom,5,0.0709,0.0116,0.0758
is-odd,top,5,0.0681,0.0104,0.0648
hapi-prerender,bottom,5,0.068,0.0049,0.0694
brim,bottom,5,0.0676,0.0254,0.0681
active-knex,bottom,5,0.067,0.0224,0.0676
brorand,top,5,0.0652,0.0222,0.0674
harmony,bottom,5,0.0652,0.0106,0.0698
531.js,bottom,5,0.063,0.0329,0.0756
consolation,bottom,5,0.0616,0.0306,0.0601
npm-git-info,middle,5,0.0604,0.0163,0.0672
NestedObjectAssign,middle,5,0.0539,0.0155,0.0582
flat-cache,top,5,0.052,0.0112,0.0513
vizion,middle,5,0.0499,0.0084,0.0488
epinfer,bottom,5,0.0475,0.0168,0.0482
gulp-combine-media-queries,middle,5,0.0436,0.0098,0.0402
babel-preset-flow-vue,middle,5,0.0423,0.0101,0.0403
append-transform,top,5,0.0416,0.0571,0.024
wide-align,top,5,0.0413,0.0125,0.0436
geojson-segment,bottom,5,0.0405,0.0077,0.0386
offset-buffer,top,5,0.0377,0.025,0.0299
gryd,bottom,5,0.0373,0.0098,0.035
foreach-async,bottom,5,0.0325,0.0137,0.0305
EVP_BytesToKey,top,5,0.0311,0.0118,0.0362
gulp-clang-format,middle,5,0.0294,0.022,0.0253
conflab,bottom,5,0.0279,0.0086,0.0282
gitbook-plugin-olark,bottom,5,0.0265,0.0074,0.0281
node-file-lookup,bottom,5,0.0246,0.0133,0.0214
githubNabber,bottom,5,0.024,0.009,0.0258
clap,top,5,0.023,0.0027,0.0228
isansi,bottom,5,0.0217,0.0122,0.0248
browserify-cipher,top,5,0.0185,0.0048,0.0192
miller-rabin,top,5,0.0172,0.0107,0.0126
bem-deps,bottom,5,0.0155,0.0094,0.0205
broccoli-string-replace,middle,5,0.0128,0.0116,0.0107
dtools,bottom,5,0.0107,0.0091,0.0149
file-entry-cache,top,5,0.0099,0.0048,0.011
libreoffice-convert,bottom,5,0.0031,0.0325,0.0096
get-caller-file,top,5,0.0006,0.0045,0.0004
teamwork,middle,5,-0.0012,0.0067,-0.0014
pem-jwk,middle,5,-0.0042,0.0093,-0.0025
ampersand-collection-pouchdb-mixin,bottom,5,-0.0061,0.0098,-0.0091
couchdb-sync,bottom,5,-0.0088,0.0085,-0.0079
filefog-onedrive,bottom,5,-0.0089,0.0047,-0.01
baucis-vivify,bottom,5,-0.018,0.0315,-0.0264
krampus,bottom,5,-0.0181,0.0288,-0.0104
tacks,middle,5,-0.0418,0.0291,-0.0306
browserify-rsa,top,5,-0.058,0.0085,-0.0593
game-grid,bottom,5,-0.0614,0.0044,-0.06
hookies,bottom,5,-0.0665,0.0302,-0.0607
autocode,bottom,5,-0.0728,0.0078,-0.0718
